status_id,status_message,status_author,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
531752773523381_1765146106850702,"#FREEANIMATIONSOFTWARE 
#FREEINSTAGRAMCOURSES",Adrian Reid,,status,,2018-01-24 18:33:30,0,0,0,0,0,0,0,0,0,0
531752773523381_1765125086852804,https://eracoin.com/invite/NDQ0MA==,Piotr Hołyński,Eracoin,link,https://eracoin.com/invite/NDQ0MA==,2018-01-24 18:02:28,0,0,0,0,0,0,0,0,0,0
531752773523381_1765121836853129,stop by & have a look,Adrian Reid,,status,,2018-01-24 17:57:47,0,0,0,0,0,0,0,0,0,0
531752773523381_1765097430188903,https://www.youtube.com/watch?v=sUBtofi5fDU,Mike Fisher,Neighbors Work Together & Save Money,video,https://www.youtube.com/watch?v=sUBtofi5fDU,2018-01-24 17:24:25,0,0,0,0,0,0,0,0,0,0
531752773523381_1765086733523306,Quick tips on getting more from your day!,John D King III,Time: Do You Spend or Invest It?,link,https://www.no925again.com/2018/01/time-do-you-spend-or-invest-it/,2018-01-24 17:07:41,0,0,0,0,0,0,0,0,0,0
531752773523381_1765054313526548,"JOIN HERE ---> http://mako77.fn.xyz
WHAT IS TO DO https://www.youtube.com/watch?v=sMdD53hb_IY
VIDEO PRESENTATION
https://www.youtube.com/watch?v=Wd0ctbr7jm0&t=346s
https://www.youtube.com/watch?v=R1nLyBxPTAA&t=1s",Mensur Makić,,photo,https://www.facebook.com/photo.php?fbid=1615385275214745&set=gm.1765054313526548&type=3,2018-01-24 16:20:29,0,0,0,0,0,0,0,0,0,0
531752773523381_1360110327354284,,Irfan Gora,,photo,https://www.facebook.com/photo.php?fbid=10158052791045201&set=gm.1360110327354284&type=3,2016-12-27 15:24:50,2,42,0,2,0,0,0,0,0,0
531752773523381_1765044016860911,"Start Your Own Business For FREE💰US 🇺🇸 AND CANADA🇨🇦 ONLY

Comment Info 🙋
For More Information 👇",Martha Martha Eyabi,,status,,2018-01-24 16:05:38,1,0,0,1,0,0,0,0,0,0
531752773523381_1764933933538586,"╔════  🔹✨✨ 🔹 ✨✨🔹 ════╗
TEACHING KIDS THE IMPORTANCE
OF SLEEP 🌛🌟🌜 🔹🌛🌟🌜🔹 <3 * <3
╚════ 🔹✨✨ 🔹 ✨✨🔹 ════╝
At night when most kids were dozing so deep,
Michael could never quite manage to sleep.
His mother would read him one book, or two,
His father would sing ‘till his face turned blue,
All day Michael ran and played and kicked ball,
But then he’d just shrug: “I’m not tired at all.”",Sigal Adler,AMAZON ONLY 0.99 NOW,link,http://a.co/152jmaT,2018-01-24 13:47:50,0,0,0,0,0,0,0,0,0,0
531752773523381_1764931650205481,,MaatRea ReaMaat,JRME online shop,photo,https://www.facebook.com/JRMEonlineshop/photos/a.519672008414445.1073741887.500944473620532/519966745051638/?type=3,2018-01-24 13:44:45,0,0,0,0,0,0,0,0,0,0
531752773523381_1764910740207572,"Have your own public professional web page, with informations about you, your skills and services.

More details: 
www.jubuti.com
www.jubuti.com/testbw.html -test a public business web page we generate for companies
www.jubuti.com/testpw.html -test a public professionals web page we generate for professionals
www.facebook.com/jubuti.comBusinessDatabase
https://plus.google.com/+ProjectJubutiTimi%C8%99oara/about
https://www.linkedin.com/company/jubuti/",Les Bogdan,,photo,https://www.facebook.com/photo.php?fbid=1562040760548757&set=gm.1764910740207572&type=3,2018-01-24 13:19:42,0,0,0,0,0,0,0,0,0,0
531752773523381_1764904233541556,,Subhra S. Das,Animate Labelle,photo,https://www.facebook.com/kidsgtv/photos/a.397657207036711.1073741827.390285321107233/1152746938194397/?type=3,2018-01-24 13:13:34,0,0,0,0,0,0,0,0,0,0
531752773523381_1764886320210014,"Per Week Earn Over $700 . ANYONE who knows how to use Facebook, Twitter and YouTube can do this work. Get Paid in Your Own Currency or in $USD.
For Details Visit: http://socialmediajjjobs.blogspot.com/

5a68c73eb0728",Lopa Lota,,status,,2018-01-24 12:49:50,0,0,0,0,0,0,0,0,0,0
531752773523381_1764876683544311,"A goal should scare you a little  and excite a lot. 
Are you excited?! 

Just click the link below 

http://myunitylink.com/system/?unid=1516332909",Cassandra Alexia Cristobal Salazar-Camacho,Photos from Cassandra Alexia Cristobal Salazar-Camacho's post,photo,https://www.facebook.com/photo.php?fbid=1374390316002636&set=gm.1764876683544311&type=3,2018-01-24 12:35:01,0,0,0,0,0,0,0,0,0,0
531752773523381_1764859406879372,,Howard Lee,,status,,2018-01-24 12:23:18,0,0,0,0,0,0,0,0,0,0
